comments,Toxicity,Obscence,Threat,Identity attack - Insult,Sexual explicit,Sedition – Politics,Spam
Xóa zing luôn khó chịu ghê,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chị em đá nhau Vui ghê,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chưa con thì li hôn cho rảnh cuộc đời để còn tìm hạnh phúc cho mình ! E nghĩ e sẽ hạnh phúc với thằng chồng này ÀG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vkl đòi ủi giết người,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kèo gì đó nâng cao tinh thần thể thao đi . Như chạy bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MỆT VÀ DỆT 😂 . . Cùng là vần êt . Âm đầu khác nhau . Dấu thanh giống hệt . Khiến ta đau đầu ... . 6/5/2019 . Thiên Thương < URL > Photos from Thiên Thương's post,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhữ Văn Chiến mày là ai mà tao đi đâu cũng gặp mày .. Nhiều khi tao thấy stt ngáo ngơ của mày mà cũng hàng nghìn like chiến liếm lol,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Làm thịt chứ làm cái lol gì nữa . Hỏi ngu vkl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Thế thằng ck lại lãi quá có khi nó lại ko cho trả nữa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhiều lúc bực cả mình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danh Duyên :))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phương Thảo ba loại người như vậy sẽ gặp nghiệp quất thôi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dẹp yêu dương gì nữa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tìm kiếm hộ tôi số di động của thang cho được không vậy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trâm Tạ chửi lại chết mẹ đi chị nhịn nó bảo mình hiền,1.0,0.0,1.0,0.0,0.0,0.0,0.0
V nên làm gì để trắng răng v mn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hà Ngọc Thủy Tiên 1 con ngừi dũng cảm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Con gái biết điệu rồi ... Thanh Thúy Nguyễn is with Nguyễn Phúc and 2 others . < URL > \ ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OK 32 độ , lạnh lắm",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ngọc Trâm chuẩn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thằng ad nói như thể ai cũng thượng đẳng như nó . Nhiều khi viết bài xong tối về nhà lại cởi quần đắp mền sục cu ai biết được . Tao biết nhiều người lấy vợ vẫn xem phim heo là bình thường nhé,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Sút đi b ơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gậy live trym sẵn hàng : # 95 k Lê Thương is with Anh Sai Rôi . < URL > Photos from Lê Thương's post,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nike luôn mới sợ . Truất vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Mày sợ Fan rút hết trang của mày hay sao mà thua nữa thua mãi ad , đéo ngại mồm à",1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ad là quân tử hay nguỵ quân tử ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dự là 1 chị trung niên đầy đặn , núng nính mỡ xoè 5 chục kèm mảnh giấy viết sđt , sau đó là cái nháy mắt đầy dam dang .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
vãn còn chút tình hơn những con mẹ khác đm đẻ xong vứt rác vứt cống chuột cắn vứt giữa trời nắng ....,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Huy Bach Nguyen Thực ra sự tự do của mình làm khổ nhiều người , có lẽ chỉ có ở những nơi văn minh ? VN khác biệt ở chỗ đó nên mới đón Giáng Sinh hộ cho thế giới .",0.0,0.0,0.0,0.0,0.0,1.0,0.0
Viết thế này k ai giải quyết đâu e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuyển nghề đưa thư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wax lông bikini thì nên dùng loại nào vậy các chị ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ko đáng trách chỉ thấy đáng thương .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tình iu không phân biệt tuổi tác nhưng mà phân biệt giàu nghèo rồi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ngọc Ngân làm cái coi chơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao chị biếtp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zl 0328266797 e chát xxx 100k/1h ạ,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Trần Kim Ngân mình sẽ dận câu đi cậu ngủ ngon đi rồi mơ tiếp nha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đm . Nóng vl ra,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"mua cà phê có sửa có đường nói , mài nả thẹ kha phi cha thẳng",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trần Phú đi bay đêm chơi đồ ít thôi : ( ( (,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"có cc lốc dc , bọn nó nhầm gậy đẩy thôi",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tuấn Hưng mirae bác ơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi sáng vào nằm vùng bọn nó thấy yêu đời thêm 20 % nào là tại sosa ngu chỉ biết thay hậu vệ , tại wasa óc chó ko biết chạy chỗ ... và cuối cùng chúng nó đòi đuổi popa",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Đầu tư chứng Khoán theo Tạo lậpĐầu tư chứng Khoán theo Tạo lập,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Em nghĩ là lấy thì lấy lúc nào chẳng đc miễn là có người lấy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đéo biết nói gì nữa ... cứ vẫn phải cmt ... nhạt vl !,1.0,1.0,0.0,0.0,0.0,0.0,0.0
đọc xong quả tin này ngáo luôn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phước Mai Trần ưhm phải như vậy r,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inb cho nhau trao đổi nhé,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiêu Tiêu đéo có bà tiên thì cũng đéo có 150 tỉ đâu nha :))))),1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hà Ngọc Thủy Tiên ủa dm ? có cái đ gì để so sánh à ?,1.0,1.0,0.0,0.0,0.0,0.0,0.0
# Oleout,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đúng nói dài nói dai thành ra nói dại , em Quế cũng quê vcl đi lại còn nói nhiều . lần sau muốn khoe hàng vê đeo lên tay hẵng khoe . Đã lấy ảnh ng ta lại còn chửi ngc lại ng ta . đúng là chứng nào tật nấy , bản chất con ng chả thay đổi đc",1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ây dui .. Lỗ mũi,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vcl thặc :)),0.0,1.0,0.0,0.0,0.0,0.0,0.0
Zing . vn nâng đỡ con Y nữa các you ơi . Report zing.vn luôn vì cổ vũ cho con Y làm lu mờ giá trị văn hóa,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pha xử lí đi vào lòng ng thế :))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mày thấy e xinh mày bơi móc hả búa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deus Tiến Đạt tụi này sinh ra tâm hồn đã khuyết tật , nên nhìn đâu nhìn j tụi nó cũng thấy tiêu cực .",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sửa cái lol . đm có trả tiền lại không . T mới đóng hồi trưa ứa vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Đức Duy chán lắm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đời bây giờ mà còn canh tân canh tác người ta đéo hiểu người ta học tiếng anh tiếng u hết rồi đem ba cái chữ nho nói đéo ai hiểu trên bàn thờ để chữ nho tàu mà nói chống tàu đúng là tàu lao,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vì cái kiểu tuyên truyền tư tưởng sai trái như SGCT nên rất nhiều phụ nữ vẫn lấy việc "" được "" catcall làm thước đo tiêu chuẩn sự thu hút của mình , nghĩ là mình ra đường được trai ghẹo là mình đẹp . Thật sự mỗi lần nghe mọi người "" khoe "" là "" được "" catcall , mình rất buồn ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mình bị y như bạn . Mà mình có rổ nữa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
đấy mà nó bảo jong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nếu có tiền thì VN thực sự là thiên đường :))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
tui đây . 2 ₫ con . bỏ thì xót con . ở lại xót bản thân . nhưng vẫn nhắm mắt ở lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dm đùa không về được quán quen cắt tóc , cắt quán linh tinh phát nhìn ngu vãi < URL >",1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Nguyễn Đình Thục của cả nước chứ riêng gì Hà Nội , giờ học sinh phải tiếp tục nghỉ rồi , giải F1 cũng toang , thiệt hại đủ đường .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tham nhũng ở mức rất ổn định,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đã phẫn nộ trên trang đó nha :)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trần Anh Thảo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ngonnnnn mà t nói cái xe nhé,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tìm việc làm CA đêm gấp nhé,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Đm cờ rép pi vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Xin lỗi các bạn fan của Hồ Nhất Thiên trước nhớ nhưng thực sự khi biết Hồ Nhất Thiên đóng Thịnh Hoài Nam bản truyền hình là thấy chả mong đợi gì được r,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Ngọc Minh ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quỷ Hồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ờ không có ai hiểu chuyện nói ổng ưu việt nhé . Tốt hơn một người quá tệ thì chắc rồi . Tin túc ráng cập nhẳng nhiều hơn .,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"đi mid 8 ph 4-0 , 63 creeps , thà tôi sắm búa set hack farm tiếp là team bạn no hope cmnl :))",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chơi game với mấy người như vậy ức chế vl,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vì ghét thôi . Nó làm gì cũng thấy ngứa mắt hêt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cộng đồng BBi đòi quyền lợiCộng đồng BBi đòi quyền lợi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cao Thanh Linh tích không có thật thôi , còn chồng bà là tiến sĩ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tắm trắng cà phê 100 k bật tông rõ ngay lần đầu sử dụng,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thao Nguyen bạn nói có lý lắm . Hay chuẩn luôn . Xh bây giờ . mồm làm trước óc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trang Nguyễn nếu bạn đọc lại tác phẩm thì hiểu sao nó mỡ thế ! ! Nó đc nhường ăn thậm chí là rất đầy đủ vì lão hạc nhường cho nó , thương nó và coi nó như là con của mình : V",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hà Thu < URL > Pham . cần bán Căn hộ Masteri Thảo Điền , 60,1 m . 3,5 T full nột thất vào bao sang tên .",0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hùng Ngô cái này nó cũng bó tay rùi bn ơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nể nhất đứa nào chê chim tao bé solo thì chim nó bằng quả ớt,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Quan trọng nhất là ở người v thôi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tốt nhất pải nhẫn nhịn , mọi tình huống có thể , XH này quá kích là hại kinh tế gđ , đốn củi bao năm thiêu vài pút ngông , ăn vạ hay ko , nó cũng là kẻ bị hại đau",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nguyễn Chí Hiếu vậy đức là gì bạn hiểu hok , người ta làm dc vậy là quá ok rồi còn mong gì nữa chưa chắc mình đã làm dc như họ bạn ah ,",0.0,0.0,0.0,0.0,0.0,0.0,0.0
đi ăn hủ tiếu gõ k ... tui bao,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E giỏi vl :)),0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Mạnh Cường ông ngoại ng tàu = ] ] ] ] ] ],0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đê mê với Skill Nuru của em Thu Huyền xem clipp full ko che tại = ==> Clip ăn rau mới up,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1001 CÂU CHUYỆN CỦA CÁC CHỊ EM ĐI KHÁM BỆNH TÂY Y ! . . Đi khám lấy thuôc đốt ko những đắt mà còn bi tái lại đi khám hết gần 20 tr lại thêm mỗi ngày 800 k - 1 tr lai ko tiếc các chi nên suy nghĩ lại trước khi quá muộn . . Đến với PHỤ KHANG HỌ NGUYỄN cam kết ko khỏi hoàn tiền 100 % ạ với 700 k / 1 liệu trình chỉ bằng một ngày các chị đặt thuốc ở phòng khám thôi ạ ! . . Ngoài ra các chị không mất thời gian hàng ngày phải lên phòng khám đặt thuốc mà chỉ cần tự sử dụng ở nhà TIỆN LỢI - KÍN ĐÁO - AN TOÀN mà HIỆU QUẢ . Ib ngay cho e . dê dc tư vấn điều trị . . 0339928XXX Phới Ngọc added a new photo . < URL > \ ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hạnh Ngọc Phạm cái này đúng ạ . Có trường hợp ship láo lắm nó lười á . Giao 1 ngày k gọi đc hay ngta bận là trả hàng liền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiệt rúp chóp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ôi bạn ơi bạn trùm pro vip vcl , tôi ngưỡng mộ bạn quá , lập stack go mạo thôi bạn",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dmmm tẩy chay trấn thành,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"cuồng trump đã kết thúc đế chế của trump , cuồng trump teo dái , trump ko còn dái để teo",1.0,1.0,0.0,1.0,0.0,1.0,0.0
Nguyễn Tùng chớ hỏi kì dễ sợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vote sút vào mõm 2 đứa hl đó trc khi ct :)))),1.0,0.0,1.0,0.0,0.0,0.0,0.0
Cửu vô kỵ lại phải đau đầu về thiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Với 3 thành phần chính NHUNG HƯƠU , NHÂN SÂM , ĐÔNG TRÙNG HẠ THẢO đã tạo nên sức công phá mạnh mẽ của em NARUTA này 😍 😍 . Với sự mệnh VÌ MỘT XÃ HỘI KHÔNG NGƯỜI GẦY 😍 😍 . Các anh nhanh đến với em để thoát thân xác mình hạc xương mai nào 😍 😍 . 💖 💖 SỮA TĂNG CÂN NARUTA GAIN 🍀 🍀 SỮA TĂNG CÂN DÀNH CHO NGƯỜI GẦY 😍 😍 😍 😍 😍 😍 😍 😍 😗 . 🌲 🌲 🌲 SỮA TĂNG CÂN HUYỀN PHI 🌺 🌺 � . � 👉 CHỈ : # 340K Hạ Tử Du added 3 new photos . < URL > Photos from Hạ Tử Du's post",0.0,0.0,0.0,0.0,0.0,0.0,1.0
Anh Ngô để mình thử,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fb.watch/2DNEVkI54G/,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Búa đã giác ngộ cách mạng . Chúc mừng búa , nay Búa cùn , búa như cl vậy đó",1.0,1.0,0.0,1.0,0.0,0.0,0.0
"Võ Đình Nghĩa mình hy vọng một ngày nào đó và hiện nay đã có vài blogger , được biết đến rất nhiều do đọc trên TopDev",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sắc thái lũ trẻ .... 🤣 🤣 Phan Thương is feeling blissful . < URL > Photos from Phan Thương's post,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Xem livestream thấy chị Tiên rất nhiệt tình vs bà con luôn mọi việc chỉ nói cũng rõ ràng chỉ có anti soi mói cắt câu lấy nghĩa rồi chửi chị , đúng là tự bản thân họ ngẫm coi có tốt đẹp thật sự không mà chỉ biết trách móc người khác ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghê vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50 tr tụi trung quốc cũng khoái lắm nè ib mình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
múi nè,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ngãi Đoàn Tôi không tin người Việt dù họ sống ở bất cứ đâu . Nhỏ nhen , ích kỷ vụ lợi cho bản thân . Người Việt chỉ đoàn kết khi có giặc ngoại xâm . Nên nếu đa đảng là loạn ngay . Bởi vậy thà như bây giờ còn hơn đa đảng",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Nguyen Đừng vì buồn cho Trump mà vô lễ với người lớn nha cháu .,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Nhà báo điều tra cay cái bọn này lâu lắm rồi ... bóc phốt bọn nó gắt lên bào mấy a ơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anh tôi + pos 1 biết chơi + 3 chấp hết,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đăng Trần đúng rồi chúng ta càng nhân nhượng bọn chúng càng lấn tới , phải bắn bỏ chứ",1.0,0.0,1.0,0.0,0.0,1.0,0.0
anh muốn soạn tin đến con chó dở,0.0,0.0,0.0,0.0,0.0,0.0,0.0
đã lừa thì nó lừa cho chót :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cúp nhựa nhường thằng tốt gà,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ngoài đá bóng ra thì anh có thể đi đóng quảng cáo kem đánh răng hoặc q / c cho nha khoa . Kiếm tiền không khó .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xong hào kiệt đời nào cũng có =))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ng trưởng thành rồi , quan hệ với nhau được sự đồng ý của đôi bên thì mình chẳng hiểu tsao bạn này bị bóc phốt . Ng ta k có ý định tìm kiếm relationship lâu dài , chỉ muốn ONS thì có gì mà vô đạo đức hay phạm pháp mà bạn chủ thớt public thông tin cá nhân và lên án công việc của bạn đó ? ? Các bạn nữ k thích ONS thì thôi , từ chối thì ng ta có đè ra đc k Chừng nào ng ta chăn dắt học sinh của ng ta thì mới nói , đằng này đây là cuộc sống cá nhân mà ! Mấy má soi mói quá rồi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ơ mấy cái kia ko bị gì giờ cái lạ vch :)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
chẳng lẽ mẹ k nhớ đến lời nói hé răng là con sẽ quyên sinh saooooooo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Anh Lê,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mai Vân sịn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cu bé mặt bành :)))) Vũ Phước Ýy Nhi updated her profile picture . < URL > Vũ Phước Ýy Nhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ngoc Chau Tran lâu ời , có Hương Hàm nữa =))))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
vừa đ ! t vừa chơi vừa nhậu còn đc nữa a =)))),1.0,1.0,0.0,0.0,1.0,0.0,0.0
Đạt Dương hót vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chương trình Hãm thật,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ngọc Kún con gái ông hành hung tài xế lên mạng nói lời thách thức kèm theo con số 8633 nên giờ mọi ng nhắc con số đấy để nhớ đến vụ này k nhầm vụ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ok anh iu anh nghi ngoi di anh troai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nguyễn Thu Hiền chuẩn luôn . Năm nay thôi . Năm sau t hứa luôn k ủng hộ 1 đồng nào hết . Chính vì TT kêu gọi nên mình mới ủng hộ , xong thì cũng k để ý là chỉ làm như nào , vì tin tưởng . Rãnh thì xem livestream thấy bả cực với tội người dân quá . R dạo này đọc mấy cmt kiểu "" k có tiền của MTQ thì miền Trung cũng có chết đâu , thôi về dùm cái "" tự nhiên thấy tiếc ghê nơi . Ý là có ủng hộ r mới dám cmt đấy . Mấy đứa anti cào phím k biết có bỏ ra ngàn nào k . R chửi v chứ k biết có đi xếp hàng nhận tiền k nữa .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Má bạn bè khốn nạn thật . Hhh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luật mà Nhận thức khác nhau ? Bó tay ông này ! Luật chỉ có hai vế đúng và sai thôi cha nội,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ArseGOLD =)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tội :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O796598999 . 7,9 tr . Sim trả trước Đức Anh is with Linh Linhh and Vũ Phương .",0.0,0.0,0.0,0.0,0.0,0.0,1.0
Như Võ Ngọc Nhiều nghe mà muốn tiền đình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lan Khuê,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ai pass kcn skin 1004 ko mng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thằng nào bảo fake thì cứ đưa email cho ông kia . Ông ấy foward cho hoặc kêu quay video là đc :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
nói giỡn thôi chứ lũ trump con có cái lz t bênh ? ?,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Anh Lan đáng yêu vl,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tràn qua đi các chiến sĩ , ai đánh giá 1 * xong nó block hết trọi",1.0,0.0,1.0,0.0,0.0,0.0,0.0
Đập chết cụ thằng chủ đi ngu hơn con chó,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Vote thay ảnh bìa :)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
t cũng thấy nhảm quá trời luôn . Với ngán dàn MC khách mời có nhiu xào quài,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trước giờ vẫn luôn ủng hộ Thuỷ Tiên , chị cứ làm những việc không thẹn với bản thân mình là được . Vạn sự tuỳ duyên và ác giả ác báo . Những người không biết gì ngoài việc cào phím thêu dệt thị phi ảnh hưởng đến cuộc sống người khác đến cuối cùng sẽ nhận được báo ứng thích đáng ! ! ! Giữ gìn sức khỏe , vững tâm tiếp tục hành trình yêu thương của mình nha chị ! ! !",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đầu tư cao tốc như cc . Con lươn cứng ko thấy đâu . ! ! ! !,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Võ Hiếu Phúc sai lè ra mà không xin lỗi à,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tìm niềm dzui trong cuộc sống,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huỳnh Kim An giả tạo vl :)))),0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mình xin địa chỉ bs với ạ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Thảo Vy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
............,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đm cái size bây giờ sao giống cái size 5 10 năm nữa , huề vốn vl",1.0,1.0,0.0,0.0,0.0,0.0,0.0
Đăng cái ảnh kiếm vào cái like cũng không yên với mấy con giời,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoan Nguyễn xả strees tí đãaa =))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trần Nguyễn Minh Nghi măm măm măm :)))))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mang quả này về sài,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"🍀 🍀 Cơ hội đến với tất cả chúng ta , có người đón nhận có người không ! . 🍀 🍀 👉 👉 Nhưng nếu bạn ko đón nhận nó , nó sẽ trôi qua bạn rất nhanh . Và đừng có nói . “ ” biết thế ” ” ! ! ! ! ! ! ! Nghe Củ chuối ! < URL >",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trương Hằng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ông nào muốn tiết kiệm hãy lấy vợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhữ Văn Chiến hihi cái ĐỴT MẸ MÀY,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Đỉnh đỉnh đỉnhhhhhhhh . Pha xử lý của c Tiên đọc mà sướng cả ngườii . không nói nhiều “ EM YÊU CHỊ “,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dm 3 hôm ck đi xoắn mẹ quẩy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Con ngọc nữ này chắc học , xuất tinh đại pháp trong bộ vỏ công địch cân kinh , nên có cái liếc chết ruồi ! ! ! ! ! Kkkkk tại hạ bóp ngực bóp ngực ! ! ! ! ! !",1.0,0.0,0.0,1.0,1.0,0.0,0.0
"Mai Thanh sợ quá em ạ , chị ủng hộ ông Trump thì chúng bảo chị là 3 / / / Cạn lời",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đó . Thấy chưa bnay đừng ai chê tui béo nha tui buồn lắm â < URL >,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mình có cả 1 file excel chi tiêu của chị kế toán cty cho cực chi tiết , điền số vào là auto nhảy công thức mà siêng đc 1 2 tuần thôi :))))))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cả nhà ai có nhu cầu liên hệ bạn này nhé ! ! ! 😉 😉 😉 😉 Bich Tuyen Đang < URL > Tâm . Tôm hùm đây mọi người ơi . Mai là có tôm khách ăn ib e mai e giao cho ạ . . Tôm này mà hấp với coca làm thêm chén muối ớt nữa thì tuyệt vời .. 😋 😋 Thịt tôm ngọt mà dai chấm thêm tí muối ớt mặn mặn nữa là nhậu quên đường về luôn nha khách . Làm quà tặng lại sang nữa ạ 👍 🏼 👍 🏼 . 5-6 con ký 530 k . 2-4 con ký 640 k . 1 con ký ib,0.0,0.0,0.0,0.0,0.0,0.0,1.0
